url_length,hostname_length,path_length,query_length,has_https,has_ip_address,subdomain_count,dot_count,hyphen_count,slash_count,question_mark_count,equals_count,at_symbol_count,ampersand_count,percent_count,digit_count,letter_count,special_character_count,suspicious_keyword_count,has_at_symbol,has_double_slash,has_port,url_entropy
26,19,0,0,0,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,4.026986833359286
27,20,0,0,0,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.8841550945958057
24,16,0,0,1,0,1,2,1,2,0,0,0,0,0,0,18,6,0,0,0,0,3.6887218755408675
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,4.032303242743954
25,18,0,0,0,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.893660689688185
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.9434651896016457
32,24,0,0,1,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,3.952819531114783
92,36,48,0,1,0,1,2,3,8,0,0,0,0,0,0,78,14,1,0,0,0,4.225135837963872
27,19,0,0,1,0,2,3,0,2,0,0,0,0,0,0,21,6,0,0,0,0,3.930270372293455
31,22,1,0,1,0,0,1,2,3,0,0,0,0,0,0,24,7,1,0,0,0,4.0667842134731025
19,11,0,0,1,0,0,1,0,2,0,0,0,0,0,0,15,4,0,0,0,0,3.826874881864637
38,29,1,0,1,0,1,2,2,3,0,0,0,0,0,4,26,8,0,0,0,0,4.517021263158919
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.653756708287001
36,29,0,0,0,0,2,3,0,2,0,0,0,0,0,0,30,6,0,0,0,0,4.197159723424148
28,20,0,0,1,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,3.9407598325400897
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,3.865764637179023
40,32,0,0,1,0,1,2,0,2,0,0,0,0,0,0,35,5,0,0,0,0,4.177567157116929
31,23,0,0,1,0,3,4,0,2,0,0,0,0,0,0,24,7,0,0,0,0,3.897587036123537
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.9523029776623857
55,47,0,0,1,0,2,3,4,2,0,0,0,0,0,21,24,10,0,0,0,0,4.55801039506749
36,28,0,0,1,0,2,3,0,2,0,0,0,0,0,0,30,6,0,0,0,0,3.9959065984842446
55,46,1,0,1,0,4,5,0,3,0,0,0,0,0,3,43,9,0,0,0,0,4.438190568416891
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.7639657428240816
36,29,0,0,0,0,1,2,0,2,0,0,0,0,0,0,31,5,0,0,0,0,4.009523959475163
28,20,0,0,1,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,4.039148671903071
28,21,0,0,0,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,3.6725535823855564
18,10,0,0,1,0,1,2,0,2,0,0,0,0,0,0,13,5,0,0,0,0,3.4613201402110083
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.863465189601646
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.137537511266053
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.879664004902593
21,13,0,0,1,0,2,3,0,2,0,0,0,0,0,0,15,6,0,0,0,0,3.748994803525096
21,14,0,0,0,0,1,2,0,2,0,0,0,0,0,1,15,5,0,0,0,0,3.689703732199547
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.463280517810811
32,24,0,0,1,0,2,3,0,2,0,0,0,0,0,0,26,6,0,0,0,0,3.7417292966721747
107,20,79,0,1,0,1,2,0,5,0,0,1,0,0,13,84,10,0,1,0,0,4.807214856785296
19,12,0,0,0,0,1,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,3.300559092390954
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.9302703722934544
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.7192945256669785
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.039148671903072
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.986187965046304
22,15,0,0,0,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.5726236638951634
49,40,1,0,1,0,1,2,0,3,0,0,0,0,0,18,25,6,0,0,0,0,4.511871068251785
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7720552088742005
22,15,0,0,0,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.51602764126623
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,3.923231428797621
82,73,1,0,1,0,2,3,0,3,0,0,0,0,0,8,67,7,0,0,0,0,4.731036652577902
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7201755214643453
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.784941827437642
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,4.12323142879762
37,28,1,0,1,0,1,2,0,3,0,0,0,0,0,3,28,6,0,0,0,0,4.249729716863358
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.795088586397733
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.8441065448145375
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.6069367321753205
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,4.004364184708143
41,32,1,0,1,0,1,2,0,3,0,0,0,0,0,5,30,6,0,0,0,0,4.113172736114331
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,4.060262039120378
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,3.8488846166291193
22,14,0,0,1,0,2,3,0,2,0,0,0,0,0,0,16,6,0,0,0,0,3.663532754804254
107,20,61,0,1,0,1,4,5,5,0,0,1,0,0,20,70,17,0,1,0,0,4.966425720707327
22,15,0,0,0,0,2,3,0,2,0,0,0,0,0,0,16,6,0,0,0,0,3.572623663895164
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,4.0667842134731025
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.689703732199547
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.7034651896016464
55,46,1,0,1,0,1,2,2,3,0,0,0,0,0,16,31,8,0,0,0,0,4.599186077003679
54,47,0,0,0,0,3,4,3,2,0,0,0,0,0,1,43,10,0,0,0,0,4.159721474618698
20,12,0,0,1,0,1,2,0,2,0,0,0,0,0,0,15,5,0,0,0,0,3.6841837197791887
37,30,0,0,0,0,2,3,0,2,0,0,0,0,0,0,31,6,0,0,0,0,3.9801575965650575
31,23,0,0,1,0,2,3,1,2,0,0,0,0,0,0,24,7,0,0,0,0,4.220167681284828
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.6158175946759328
25,18,0,0,0,0,1,2,1,2,0,0,0,0,0,0,19,6,0,0,0,0,3.8634651896016456
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.810081020521731
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.825251737288651
39,31,0,0,1,0,1,2,1,2,0,0,0,0,0,0,33,6,0,0,0,0,3.8208018219708704
23,15,0,0,1,0,2,3,0,2,0,0,0,0,0,0,17,6,0,0,0,0,3.675310868912364
29,21,0,0,1,0,1,2,1,2,0,0,0,0,0,0,23,6,0,0,0,0,4.21126073643228
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,3.9647351787255047
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.7622673906514947
40,31,1,0,1,0,2,3,0,3,0,0,0,0,0,1,32,7,0,0,0,0,4.170950594454668
58,26,25,0,0,0,1,3,1,5,0,0,0,0,0,7,41,10,1,0,0,0,4.540677064198123
18,11,0,0,0,0,1,2,0,2,0,0,0,0,0,1,12,5,0,0,0,0,3.3082708345352603
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.9690016298759936
31,23,0,0,1,0,2,3,0,2,0,0,0,0,0,0,25,6,0,0,0,0,4.042433003725894
26,19,0,0,0,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.7962176025900556
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,3.9946803684089085
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.751629167387823
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.3349625007211565
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.039148671903071
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.8553885422075345
25,18,0,0,0,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.7336606896881848
25,18,0,0,0,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.8136606896881853
25,17,0,0,1,0,2,3,0,2,0,0,0,0,0,0,19,6,0,0,0,0,3.4634651896016466
20,13,0,0,0,0,0,1,0,2,0,0,0,0,0,0,16,4,0,0,0,0,3.746439344671015
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,4.082597923010943
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.689703732199547
32,24,0,0,1,0,2,3,1,2,0,0,0,0,0,0,25,7,0,0,0,0,4.140319531114783
19,11,0,0,1,0,1,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,3.326360407952694
27,18,1,0,1,0,1,2,1,3,0,0,0,0,0,0,20,7,1,0,0,0,3.736006946447657
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.9952378913808873
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.7080481500712326
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.7622673906514947
34,26,1,0,0,0,0,1,0,3,0,0,0,0,0,0,29,5,0,0,0,0,3.9146892241642446
25,18,0,0,0,0,2,3,0,2,0,0,0,0,0,0,19,6,0,0,0,0,3.733660689688185
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.481714572986073
34,25,1,0,1,0,1,2,0,3,0,0,0,0,0,1,27,6,0,0,0,0,4.2339466645252255
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.8868421881310122
33,25,1,0,0,0,1,2,1,3,0,0,0,0,0,6,20,7,0,0,0,0,4.2831997109110675
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,3.9144093452479405
23,15,0,0,1,0,2,3,0,2,0,0,0,0,0,0,17,6,0,0,0,0,3.555533151426996
34,26,0,0,1,0,1,2,0,2,0,0,0,0,0,0,29,5,0,0,0,0,3.925410635240724
39,32,0,0,0,0,1,2,0,2,0,0,0,0,0,0,34,5,0,0,0,0,3.743377462774617
22,14,0,0,1,0,2,3,0,2,0,0,0,0,0,0,16,6,0,0,0,0,3.572623663895164
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.8035088547976788
38,31,0,0,0,0,2,3,0,2,0,0,0,0,0,2,30,6,0,0,0,0,4.523986065961298
29,21,0,0,1,0,2,3,0,2,0,0,0,0,0,0,23,6,0,0,0,0,3.9952378913808873
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.9582291686698796
29,21,1,0,0,0,1,2,0,3,0,0,0,0,0,0,23,6,0,0,0,0,4.0472990984266435
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,3.856564762130954
28,20,0,0,1,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,3.7264741182543752
27,19,0,0,1,0,2,3,1,2,0,0,0,0,0,0,20,7,0,0,0,0,3.8282375018429557
87,19,60,0,1,0,1,3,5,5,0,0,0,0,0,23,50,14,0,0,0,0,4.816804135648674
21,14,0,0,0,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.7489948035250955
30,23,0,0,0,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,3.8314018453921714
32,24,0,0,1,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,4.015319531114783
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,1,16,5,0,0,0,0,3.6069367321753205
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.558518613048906
40,25,7,0,1,0,2,4,0,3,0,0,0,0,0,0,32,8,0,0,0,0,3.984183719779188
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.958229168669879
17,8,1,0,1,0,0,1,0,3,0,0,0,0,0,0,12,5,0,0,0,0,3.4548223999466066
23,16,0,0,0,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.7950885863977324
25,18,0,0,0,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.8136606896881853
32,24,0,0,1,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,4.030639062229566
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,3.9810760119146074
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,4.0022680844408445
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.7821222241453056
67,7,52,0,1,0,0,1,0,4,0,0,0,0,0,12,49,6,0,0,0,0,4.741774922499555
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.5726236638951634
19,12,0,0,0,0,1,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,3.5368867237421666
35,27,0,0,1,0,1,2,0,2,0,0,0,0,0,0,30,5,0,0,0,0,4.093149802473811
27,20,0,0,0,0,2,3,0,2,0,0,0,0,0,7,14,6,0,0,0,0,4.032303242743954
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.879664004902593
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.653756708287001
34,26,1,0,0,0,2,3,0,3,0,0,0,0,0,0,27,7,0,0,0,0,4.256149238118269
33,25,0,0,1,0,1,2,0,2,0,0,0,0,0,0,28,5,0,0,0,0,3.7148697866030838
32,24,0,0,1,0,2,3,0,2,0,0,0,0,0,0,26,6,0,0,0,0,3.944548827786958
35,28,0,0,0,0,1,2,0,2,0,0,0,0,0,0,30,5,0,0,0,0,3.815735346915334
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,3.9134007456613777
20,12,0,0,1,0,1,2,0,2,0,0,0,0,0,0,15,5,0,0,0,0,3.4086949695628417
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,4.103909910282363
32,24,0,0,1,0,2,3,0,2,0,0,0,0,0,0,26,6,0,0,0,0,3.952819531114783
32,24,0,0,1,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,4.054229296672174
55,37,10,0,1,0,3,4,2,4,0,0,0,0,0,0,44,11,1,0,0,0,4.166923576807002
33,25,0,0,1,0,1,2,0,2,0,0,0,0,0,0,28,5,0,0,0,0,3.8242528312829864
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.039148671903071
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.463280517810811
178,15,108,46,1,0,1,3,1,7,1,4,0,3,0,16,141,21,0,0,0,0,4.999422509243002
256,30,33,184,1,0,1,3,0,4,1,2,0,1,0,121,123,12,0,0,0,0,4.625982879906761
31,22,1,0,1,0,1,2,1,3,0,0,0,0,0,1,23,7,0,0,0,0,4.0667842134731025
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,4.056020968057881
45,36,1,0,1,0,1,2,0,3,0,0,0,0,0,3,36,6,0,0,0,0,4.4556488633721045
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.4992275417233563
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.849223912390625
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.886842188131012
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,4.134336113194452
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,3,20,5,0,0,0,0,3.9232517969803373
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.4992275417233563
43,36,0,0,0,0,2,3,0,2,0,0,0,0,0,0,37,6,0,0,0,0,4.007205452175263
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,2,14,5,0,0,0,0,3.689703732199547
20,12,0,0,1,0,1,2,0,2,0,0,0,0,0,0,15,5,0,0,0,0,3.6841837197791887
60,43,9,0,1,0,1,3,1,3,0,0,0,0,0,23,29,8,0,0,0,0,4.652153720356114
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.697845823084412
35,26,1,0,1,0,1,2,0,3,0,0,0,0,0,2,27,6,0,0,0,0,4.243010159554855
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,4,22,5,0,0,0,0,4.042433003725894
34,27,0,0,0,0,1,2,1,2,0,0,0,0,0,0,28,6,0,0,0,0,4.043057694064253
27,20,0,0,0,0,2,3,0,2,0,0,0,0,0,7,14,6,0,0,0,0,3.9582291686698796
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.4399364703978077
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.066108939837481
88,7,73,0,1,0,0,2,0,5,0,0,0,0,0,2,78,8,0,0,0,0,4.646963301322424
50,36,7,0,0,0,3,5,2,3,0,0,0,0,0,0,39,11,0,0,0,0,3.848047190938307
25,16,2,0,0,0,0,1,0,3,0,0,0,0,0,0,20,5,0,0,0,0,3.783465189601646
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.91829583405449
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.886842188131012
25,16,1,0,1,0,1,2,0,3,0,0,0,0,0,0,19,6,0,0,0,0,3.3834651896016465
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,4.056564762130954
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7201755214643453
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.572623663895163
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.909368063943885
19,11,0,0,1,0,1,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,3.5766176449086653
23,15,0,0,1,0,2,3,0,2,0,0,0,0,0,0,17,6,0,0,0,0,3.8164027166443875
44,35,1,0,1,0,1,2,3,3,0,0,0,0,0,0,35,9,0,0,0,0,4.164119835462502
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,4.021268494903765
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.066108939837481
27,18,1,0,1,0,1,2,0,3,0,0,0,0,0,0,21,6,0,0,0,0,4.060262039120378
30,22,1,0,0,0,1,2,0,3,0,0,0,0,0,0,24,6,0,0,0,0,4.148394345536403
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.886842188131012
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.863465189601646
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.719294525666979
19,11,0,0,1,0,1,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,3.5766176449086653
21,13,0,0,1,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.594465636961452
39,30,1,0,1,0,1,2,1,3,0,0,0,0,0,0,32,7,0,0,0,0,4.272331064905147
33,25,0,0,1,0,1,2,0,2,0,0,0,0,0,0,28,5,0,0,0,0,3.98319563424773
85,76,1,0,1,0,2,3,1,3,0,0,0,0,0,10,67,8,0,0,0,0,4.792647665519327
24,15,1,0,1,0,0,1,0,3,0,0,0,0,0,0,19,5,0,0,0,0,3.8868421881310122
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.9434651896016457
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.6732696895151076
44,35,1,0,1,0,1,2,0,3,0,0,0,0,0,2,36,6,0,0,0,0,4.399677289476145
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.5220552088742005
22,15,0,0,0,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.6069367321753205
30,22,0,0,1,0,1,2,0,2,0,0,0,0,0,0,25,5,0,0,0,0,4.1898980954642875
38,18,13,0,0,0,0,2,0,4,0,0,0,0,0,0,31,7,0,0,0,0,4.273728829005326
21,14,0,0,0,0,1,2,0,2,0,0,0,0,0,2,14,5,0,0,0,0,3.594465636961452
111,15,76,11,1,0,1,2,0,7,1,1,0,0,0,6,92,13,0,0,0,0,4.846344497740243
32,24,0,0,1,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,3.9681390622295662
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.886842188131012
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,4.0022680844408445
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,4.039148671903071
