url_length,hostname_length,path_length,query_length,has_https,has_ip_address,subdomain_count,dot_count,hyphen_count,slash_count,question_mark_count,equals_count,at_symbol_count,ampersand_count,percent_count,digit_count,letter_count,special_character_count,suspicious_keyword_count,has_at_symbol,has_double_slash,has_port,url_entropy
30,22,0,0,1,0,2,3,0,2,0,0,0,0,0,0,24,6,0,0,0,0,3.7777471629109445
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,3.8787834934861753
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7720552088742005
27,20,0,0,0,0,2,3,0,2,0,0,0,0,0,0,21,6,0,0,0,0,3.708048150071232
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.986187965046304
20,12,0,0,1,0,1,2,0,2,0,0,0,0,0,0,15,5,0,0,0,0,3.5841837197791886
22,15,0,0,0,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.4771752334356236
28,20,0,0,1,0,3,4,0,2,0,0,0,0,0,0,21,7,0,0,0,0,3.6820058147602133
52,43,1,0,1,0,1,2,0,3,0,0,0,0,0,12,34,6,0,0,0,0,4.572150593851533
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.855388542207534
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,4.0022680844408445
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.8573068568981284
43,34,1,0,1,0,1,2,2,3,0,0,0,0,0,2,33,8,0,0,0,0,4.126862359796814
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,4,16,5,0,0,0,0,4.053660689688185
70,25,7,29,1,0,0,1,1,4,1,2,0,1,0,6,52,12,0,0,0,0,4.762872438491473
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,3.851823225551766
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.813660689688185
41,33,0,0,1,0,1,2,0,2,0,0,0,0,0,0,36,5,0,0,0,0,3.973916493564412
34,25,1,0,1,0,1,2,1,3,0,0,0,0,0,0,27,7,0,0,0,0,4.02085512047121
41,15,18,0,1,0,0,1,0,6,0,0,0,0,0,0,33,8,0,0,0,0,3.927571748932946
34,27,0,0,0,0,1,2,0,2,0,0,0,0,0,1,28,5,0,0,0,0,3.8588029144615943
34,26,0,0,1,0,1,2,0,2,0,0,0,0,0,0,29,5,0,0,0,0,3.903208061647681
34,25,1,0,1,0,1,2,0,3,0,0,0,0,0,1,27,6,0,0,0,0,4.1162996057016965
16,9,0,0,0,0,1,2,0,2,0,0,0,0,0,0,11,5,0,0,0,0,3.202819531114783
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.6234651896016463
28,20,0,0,1,0,2,3,1,2,0,0,0,0,0,0,21,7,0,0,0,0,3.842370993177109
34,27,0,0,0,0,1,2,0,2,0,0,0,0,0,0,29,5,0,0,0,0,3.9002708419385668
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.501397825434103
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7406015629507228
29,21,0,0,1,0,3,4,0,2,0,0,0,0,0,0,22,7,0,0,0,0,3.8404025467025056
37,28,1,0,1,0,1,2,1,3,0,0,0,0,0,4,26,7,0,0,0,0,4.317033095124793
34,26,0,0,1,0,1,2,0,2,0,0,0,0,0,0,29,5,0,0,0,0,3.9620315910594455
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,4.053660689688185
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.588354347173234
37,29,0,0,1,0,1,2,0,2,0,0,0,0,0,0,32,5,1,0,0,0,4.0573130823021755
21,14,0,0,0,0,1,2,0,2,0,0,0,0,0,0,16,5,0,0,0,0,3.463280517810811
22,15,0,0,0,0,2,3,0,2,0,0,0,0,0,3,13,6,0,0,0,0,3.845350936622435
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.8731406795131327
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.91211389097223
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.565448371820825
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.7950885863977324
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.9952378913808873
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.9353986674667634
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,4.032303242743954
45,37,0,0,1,0,1,2,0,2,0,0,0,0,0,0,40,5,0,0,0,0,4.133643863468259
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,3.695947226387471
50,41,1,0,1,0,1,2,2,3,0,0,0,0,0,0,42,8,0,0,0,0,4.039596201603431
28,20,0,0,1,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,3.869331261111518
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.879664004902593
23,15,0,0,1,0,1,2,0,2,0,0,0,0,0,0,18,5,0,0,0,0,3.6753108689123644
198,16,175,0,0,0,0,2,2,8,0,2,0,0,0,22,159,17,0,0,0,0,4.522303243352594
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.772055208874201
33,26,0,0,0,0,2,3,0,2,0,0,0,0,0,0,27,6,0,0,0,0,4.043801694853791
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.550340709546388
22,14,0,0,1,0,2,3,0,2,0,0,0,0,0,0,16,6,0,0,0,0,3.6069367321753205
19,12,0,0,0,0,1,2,0,2,0,0,0,0,0,0,14,5,0,0,0,0,3.576617644908665
40,31,1,0,1,0,1,2,0,3,0,0,0,0,0,0,34,6,0,0,0,0,4.056198332810094
45,36,1,0,1,0,1,2,1,3,0,0,0,0,0,0,38,7,0,0,0,0,4.224751985026256
49,42,0,0,0,0,3,4,4,2,0,0,0,0,0,1,37,11,0,0,0,0,4.165331272510027
25,17,0,0,1,0,2,3,0,2,0,0,0,0,0,0,19,6,0,0,0,0,3.8634651896016465
35,27,0,0,1,0,1,2,0,2,0,0,0,0,0,0,30,5,0,0,0,0,4.114718016821338
26,18,0,0,1,0,1,2,0,2,0,0,0,0,0,0,21,5,0,0,0,0,3.979097891134804
33,25,0,0,1,0,1,2,0,2,0,0,0,0,0,0,28,5,0,0,0,0,3.9801694078807643
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.943465189601646
26,17,1,0,1,0,1,2,0,3,0,0,0,0,0,1,19,6,0,0,0,0,3.7671834678914604
31,22,1,0,1,0,1,2,1,3,0,0,0,0,0,4,20,7,0,0,0,0,4.235981390822668
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.7544418457133446
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7201755214643453
31,22,1,0,1,0,1,2,0,3,0,0,0,0,0,3,22,6,0,0,0,0,4.235981390822668
32,24,0,0,1,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,4.101409765557392
22,14,0,0,1,0,2,3,0,2,0,0,0,0,0,0,16,6,0,0,0,0,3.663532754804254
22,14,0,0,1,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.6978458230844122
28,20,0,0,1,0,1,2,1,2,0,0,0,0,0,0,22,6,0,0,0,0,3.9946803684089094
29,21,0,0,1,0,1,2,0,2,0,0,0,0,0,0,24,5,0,0,0,0,3.8143719431796277
27,19,0,0,1,0,1,2,0,2,0,0,0,0,0,0,22,5,0,0,0,0,3.8100810205217304
23,15,0,0,1,0,2,3,0,2,0,0,0,0,0,0,17,6,0,0,0,0,3.501397825434103
32,25,0,0,0,0,1,2,0,2,0,0,0,0,0,0,27,5,0,0,0,0,4.030639062229566
24,16,0,0,1,0,2,3,0,2,0,0,0,0,0,0,18,6,0,0,0,0,3.542481250360578
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.938721875540868
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.7516291673878235
49,40,1,0,1,0,1,2,5,3,0,0,0,0,0,0,38,11,1,0,0,0,4.2141141199705
41,34,0,0,0,0,1,2,2,2,0,0,0,0,0,0,34,7,0,0,0,0,4.0251327245427015
24,16,0,0,1,0,2,3,0,2,0,0,0,0,0,0,18,6,0,0,0,0,3.772055208874201
28,20,0,0,1,0,1,2,0,2,0,0,0,0,0,0,23,5,0,0,0,0,3.797902689682947
28,20,0,0,1,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,3.994680368408909
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.973660689688185
44,37,0,0,0,0,3,4,2,2,0,0,0,0,0,0,35,9,0,0,0,0,4.064338937154249
33,25,0,0,1,0,2,3,0,2,0,0,0,0,0,0,27,6,0,0,0,0,4.0060710131011685
28,20,0,0,1,0,2,3,0,2,0,0,0,0,0,0,22,6,0,0,0,0,3.797902689682947
25,17,0,0,1,0,1,2,0,2,0,0,0,0,0,0,20,5,0,0,0,0,3.8332696895151073
39,30,1,0,1,0,1,2,1,3,0,0,0,0,0,0,32,7,0,0,0,0,4.051069770466924
35,28,0,0,0,0,0,1,1,2,0,0,0,0,0,0,30,5,0,0,0,0,4.193429088311723
20,13,0,0,0,0,1,2,0,2,0,0,0,0,0,1,14,5,0,0,0,0,3.446439344671015
24,17,0,0,0,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.751629167387823
31,23,0,0,1,0,1,2,0,2,0,0,0,0,0,0,26,5,0,0,0,0,3.953565664946427
25,18,0,0,0,0,2,3,0,2,0,0,0,0,0,0,19,6,0,0,0,0,3.783465189601646
36,19,9,0,1,0,1,2,0,5,0,0,0,0,0,0,28,8,1,0,0,0,3.9375770020923038
22,14,0,0,1,0,2,3,0,2,0,0,0,0,0,0,16,6,0,0,0,0,3.3221793455166666
24,16,0,0,1,0,1,2,0,2,0,0,0,0,0,0,19,5,0,0,0,0,3.584962500721156
22,15,0,0,0,0,1,2,0,2,0,0,0,0,0,0,17,5,0,0,0,0,3.226730915057127
25,17,0,0,1,0,2,3,1,2,0,0,0,0,0,0,18,7,0,0,0,0,3.863465189601646
29,21,0,0,1,0,2,3,0,2,0,0,0,0,0,0,23,6,0,0,0,0,3.909368063943885
25,17,0,0,1,0,2,3,0,2,0,0,0,0,0,0,19,6,0,0,0,0,3.753269689515108
27,20,0,0,0,0,1,2,0,2,0,0,0,0,0,1,21,5,0,0,0,0,3.9582291686698796
51,42,1,0,1,0,3,4,2,3,0,0,0,0,0,2,39,10,0,0,0,0,4.278433500210696
31,24,0,0,0,0,2,3,0,2,0,0,0,0,0,0,25,6,0,0,0,0,3.889049535914169
55,46,1,0,1,0,1,2,2,3,0,0,0,0,0,10,37,8,1,0,0,0,4.501293749999058
